screen_name,created_at,text,in_reply_to_screen_name,retweeted_status_screen_name,user_description,source,lang,id
Transvaal_boere,2021-12-23T10:56:35Z,@TheCitizen_News Ja this year the tokolosi is not prevented by Covid to take his share ne,TheCitizen_News,,Groot en sterk want die swart gemors vra mos vir pakslae,Twitter for Android,en,1473970789439479818
Toxiclyattached,2021-12-23T10:56:35Z,This one lady came and sat next to me in church president covid and she just was humming hyms beautifully it was like spirited hums I’m listening to the word but she was my favorite out the choir since a kid but hadn’t seen her sang lead but her back up pipes story book,,,Okay u got the sauce I’m a whole gumbo,Twitter Web App,en,1473970789313613827
nstone07,2021-12-23T10:56:35Z,"RT @Georgegabrielx: Hey, COMMUNITY. If you back yourself to somehow plan through the absolute unplannable shitstorm of Covid. Maybe back yourself to do a better FH than the ""casuals"".",,Georgegabrielx,"Man Utd fan, born in Manchester raised in Essex FPL fanatic! Playing since 2006. Current, reigning FPL community clash champion (Game of Stones!)",Twitter Web App,en,1473970789217144836
FAZ80957005,2021-12-23T10:56:35Z,RT @florchus08_: Superamos los 11.000 casos de Covid. 2.000 más en un solo día. Sigamos cuidándonos y vacunense con la tercera dosis. Se está poniendo feo.,,florchus08_,,Twitter for Android,es,1473970789175242752
Jareds_the_kid,2021-12-23T10:56:35Z,"RT @BarryOnHere: Imagine if the Packers finally make it back to the Super Bowl but Aaron Rodgers can't play in it b/c he tests positive for COVID b/c his 90 day test-free period ends a few days before the game.

Wow.",,BarryOnHere,"You either die a hero, or live long enough to see yourself become the villain. #ComebackSZN",Twitter for iPhone,en,1473970788822761472
dr_vbg,2021-12-23T10:56:35Z,"De nuevo, estas prohibiciones no van a solucionar nada, al contrario, va fomentar la reclusión en domicilios donde hay menos espacio, ventilación y menos distancia interpersonal para que el #COVIDー19 #COVID19 #Covid_19 fluya y se multiplique a sus anchas...
@regiondemurcia https://t.co/00stiqIjSF https://t.co/Wxv4ZFm4I2",,,"Astrónomo. Físico/Astrofísico. Docente. Investigador. Escritor.
Licenciado en Ciencias Físicas, Astrofísica.
Doctor en Ciencias de la Educación.",Twitter for Android,es,1473970788806049792
pos_lagarta,2021-12-23T10:56:35Z,"RT @Pernetinha1: quanto mais negacionistas, menos negacionistas https://t.co/fpiIeDegrf",,Pernetinha1,um abajur cor de carne,Twitter for iPhone,pt,1473970788751613954
lemauricien_com,2021-12-23T10:56:35Z,Covid-19 : 38 nouveaux cas positifs annoncés ce jeudi https://t.co/0dqTOYJpMF,,,"An independent French-language newspaper founded and distributed in Mauritius since 1908. Publisher of Le Mauricien, Week-End, Week-End Scope and Turf Magazine.",IFTTT,fr,1473970788692803596
anubhav88872155,2021-12-23T10:56:35Z,"RT @TruthAloneTriu7: AKTU’s latest notice on offline exams. Meanwhile, students oppose university’s move amid COVID and Omicron threat. #AKTU #AKTUExamOnline #Aktuonlineexam2021 #aktuOnlineExam #AKTUExamOnline @AKTU_Lucknow @74_alok @myogiadityanath @myogioffice @NidhiTanejaa @erPawanBhadana @rmulko https://t.co/ZXNiScsQii",,TruthAloneTriu7,"im an engineering student from Dr APJ abdul kalaam university lucknow.
Hero #mom's #Dad
familiar",Twitter for Android,en,1473970788642344962
sayers_vivian,2021-12-23T10:56:35Z,"RT @drphilhammond: When people who have refused to be vaccinated are admitted to hospital with Covid, do they also refuse all other treatments based on knowledge gained in the last two years because they are ‘too new’ and they want to wait for more evidence? Genuinely interested in the answers.",,drphilhammond,,Twitter Web App,en,1473970788483145730
PaOLeyria,2021-12-23T10:56:35Z,RT @JuuliMihalfi: Esquivar el COVID hasta navidad y Año Nuevo es el nuevo juego del calamar.,,JuuliMihalfi,En lo que sea que hagas en tu vida permítete todo.. menos tener MIEDO :),Twitter for Android,es,1473970788310999042
handballgmc,2021-12-23T10:56:35Z,"RT @KatiePavlich: DeBlasio’s vaccine mandate going really well! 

CityMD to temporarily close 13 locations in NYC https://t.co/aMeRWS3DPA",,KatiePavlich,Retired and a handball bum,Twitter for Android,en,1473970788202127362
gdj35,2021-12-23T10:56:35Z,@aytoalm Buenos días. Saben ustedes si en los cacharricos de la feria piden el pasaporte covid?,aytoalm,,,Twitter for Android,es,1473970788185382915
CristinaIbarro5,2021-12-23T10:56:35Z,"RT @navarra_suma: 🦠Llevamos semanas avisando de que Navarra no estaba haciendo bien las cosas para controlar la nueva ola del Covid-19. 

La caótica situación actual que han generado en la sociedad era evitable si los responsables de Salud hubieran hecho su trabajo a tiempo. https://t.co/zbB1GNTSVB",,navarra_suma,Parlamentaria Foral de @navarra_suma por @upn_navarra. Médico de Familia. Experta en Gestión Sanitaria.,Twitter for iPhone,es,1473970787866628098
hanimshbdn,2021-12-23T10:56:35Z,"RT @Marchfoward: TERKINI

Kes Covid 19 di Malaysia ialah 3,510 kes hari ini dgn nilai kebolehjangkitan atau R Naught 0.91",,Marchfoward,Burning red. Ig: nurhanimshbdn,Twitter for iPhone,in,1473970787661008900
dedisdt,2021-12-23T10:56:35Z,"La COVID-19 commence à envahir les femmes de petits tailles et les femmes qui chausse du 36, rester concentré.",,,Artistes,Twitter for iPhone,fr,1473970787581415427
akshaypatel1608,2021-12-23T10:56:35Z,RT @AamAadmiParty: CM @ArvindKejriwal's Press Conference after personally reviewing Delhi's preparedness to fight the challenge of #Omicron or the third COVID-19 wave | LIVE https://t.co/f2N1rGpHeo,,AamAadmiParty,,Twitter for Android,en,1473970787111477252
kelly_chubb,2021-12-23T10:56:35Z,RT @DonLew87: Positive Covid test. Refused vax. Hospitalized. Immediately ask for 'vaccines' and 'boosters'. On death's door. Do not be *that* guy.,,DonLew87,"Born in Cleveland, live in Charlotte, live and die with the Browns, Blessed",Twitter for iPhone,en,1473970786201477122
martimag79,2021-12-23T10:56:35Z,Un anno fa il covid 😷 il peggior periodo delle nostre vite reso comico dai nostri incidenti domestici,,,"Mamma runner, travel agent, travel addicted - Siena, Tuscany, Italy ...la vita è un viaggio non una mèta..✈️🛳🚲🚌🚕",Twitter for iPhone,it,1473970786138525701
c2_co2,2021-12-23T10:56:35Z,#UnionSacree #UnionDesFrancais #Resistance #resistanceisfutile #Resistance2 #COVID19France #COVID19 #coronavirus #Covid_19 #COVID19dk #COVID #COVIDIOTS #COVID19AB #WuhanLabLeak #pfizergates #pfizerbooster #NousSavons #nopasaran #NoPass #nogreenpaas #ScienceResearch #infection https://t.co/HNgAIji4lo,,,"Enquêteur privé🎇 🌳 🌱🦇🐻Maison sans crédit , fin de 40 ans d'esclavage, ne croît aucune manipulation. Nature, marche,vélo, écrire,cuisine,jardin",Twitter Web App,,1473970786088144898
aguchotorres_,2021-12-23T10:56:35Z,"RT @tevoyacureosear: Otra vez los medios hinchando las bolas con el covid. Que se contagie quien se tenga que contagiar, que se muera el que tenga que morir, pero basta de meterle miedo en la cabeza a la gente. Vivir la vida dentro de una sanguchera de vidrio no es una experiencia rica.",,tevoyacureosear,"Cuando no sabe a donde quiere ir, terminará yendo a ese lugar donde nunca hubiera querido ir. | 20y 🇦🇷 | 🧸",Twitter for iPhone,es,1473970786020982785
FrenlyBAP,2021-12-23T10:56:34Z,"When Queen Elizabeth passes, King Charles should immediately do a televised speech announcing an end to COVID restrictions and order British Military to suppress the insurrection in Barbados.",,,"Major Charles Kawalsky, team member of SG1 at Stargate Command.

Opposed to Tau’ri supremacy #JaffaLivesMatter #HostsNotHate

R1b",Twitter Web App,en,1473970785593151489
Lis_aLouu,2021-12-23T10:56:34Z,"RT @ClairNova7: Whoever manages to tie COVID, gun violence and White Supremacy to climate change is gonna win a Nobel prize y'all.",,ClairNova7,✝️ 🇺🇸 🇮🇱 ⚾️#RedSox❤️ #AmericaFirst #AntiMandate #AntiBan,Twitter for iPhone,en,1473970785517768704
Shottanneshiji,2021-12-23T10:56:34Z,"@kiranmartis9 Hahahahahaha. 

It'll be in the papers next morning. Spot me there

Headline will read:

""Long covid causes nudist tendancies in youth: get booster shots to protect against omicron!""",kiranmartis9,,Here to make you think about our psychological response to the COVID plandemic. Fighting for the truth. Satyameva jayate.,Twitter for Android,en,1473970785505058818
giulianol,2021-12-23T10:56:34Z,"RT @martinacarletti: #Thread

Due fratelli vengono espulsi dai rispettivi asili comunali perché i genitori non rispettano nella vita privata le ""norme anti covid"" (mascherina anche all’aperto e distanziamento, pronuncia T.A.R. Emilia-Romagna Bologna Sez. I, Ord., (ud. 28-09-2021) 28-09-2021, n. 444.",,martinacarletti,,Twitter for Android,it,1473970785270308865
McNulty1492,2021-12-23T10:56:34Z,"RT @MskRobert: @navedelmisterio Y cómo sabes que tus amigos tienen Covid? Qué pruebas utilizas? Son realmente eficaces esas pruebas para detectar una enfermedad causada por un virus que todavía nadie ha conseguido aislar en células humanas sanas?

Eso sí que es un misterio, Iker. https://t.co/Nwhw6DmY2A",,MskRobert,El honor prohíbe acciones que la ley tolera.,Twitter for iPhone,es,1473970785261924356
MaGJr80,2021-12-23T10:56:34Z,"RT @drdavidsamadi: Wearing masks while alone in a room on Zoom does nothing to help you with COVID, but it does make you look crazy.",,drdavidsamadi,"Proud Husband
#UnitedNonCompliance
#Pureblood
#EndTheLockdowns
#FireKieranMoore",Twitter for Android,en,1473970784746061826
Bobcrack2012,2021-12-23T10:56:34Z,@DanVevers The old Covid passes working a treat!,DanVevers,,"Halfway to becoming a wit!

Father, Evertonian and Tired.",Twitter for Android,en,1473970784485978113
Devereaux_RBW,2021-12-23T10:56:34Z,My mates boyfriend just tested positive for covid even though he’s symptomless. She has cancelled Christmas with her family even though she’s negative. Couldn’t be me,,,"I need 8 hours of sleep a day and 10 at night.
 • Communication Design • Hold thé Line • UK",Twitter Web App,en,1473970783441629188
dotty_place,2021-12-23T10:56:34Z,"RT @ElephantNatureP: Rescue elephant update:
RaYa is about 40-50 years old. She came from the south of Thailand. Her leg was broken. She worked in logging camp and moved to elephant riding. After Covid crisis, she was jobless. Her journey to freedom to the new home at ENP is starting. Update soon https://t.co/n6jylAW6bO",,ElephantNatureP,Curious to know whether we will embrace change or suffer it.,Twitter for iPhone,en,1473970783278055426
sabisabrinafree,2021-12-23T10:56:34Z,RT @Un_EtreHumain: Vous allez voir qu'on va vous annoncer une prise de parole de Macron 1er ou d'un de ses sbires mardi soir pour mise en place d'un confinement/couvre feu à partir de mercredi prochain afin de ruiner vos plans pour le nouvel an au nom du saint covid.,,Un_EtreHumain,,Twitter Web App,fr,1473970783177383940
indymatters,2021-12-23T10:56:34Z,RT @HolyroodDaily: Deputy First Minister John Swinney has told the Scottish Parliament's Covid Recovery Committee that nightclubs will close for three weeks to help limit the spread of Omicron. https://t.co/K1vPevY9g1,,HolyroodDaily,,Twitter for iPhone,en,1473970783127060483
BarbaraSakai1,2021-12-23T10:56:34Z,"RT @TheWestonMale: .@hannahbflynn 
.@DrClaireSteves 
Long COVID: 3 in 10 COVID-19 patients not fully recovered after 1 year | Medical News Today | 22 December 2021:
https://t.co/ToQNBxQkcQ
#LongCovid",,TheWestonMale,Never forget that Justice is what love looks like in public  - Dr. Cornel West,Twitter for Android,en,1473970782967681031
DjSoxxy,2021-12-23T10:56:34Z,Will a Boda guy ask you for your vaccination certificate really? 🤔 They need the money and sadly they may not care about Covid. https://t.co/Wy7S0Sn4Ma,,,Radio and TV Producer and Broadcaster passionate about using media as a tool to cause positive change in the Society. Road Safety Advocate and Idealist.,Twitter for Android,en,1473970782338437127
Heisenberg298,2021-12-23T10:56:34Z,RT @GargiRawat: PM addressing a massive gathering in Varanasi. Later today he will chair a meeting on the threat from the Omicron variant #covid #Omicron https://t.co/1lnIZ1w2qJ,,GargiRawat,"The Lone Wolf🐺 , SRKian, KKR 💜, Caffiene addict, Animal Lover, Traveller, photography, Pretty weird(thats what all closed minded people says)",Twitter for Android,en,1473970782023811073
MusicSunlit,2021-12-23T10:56:34Z,"RT @HannSawyerr: Was supposed to visit my pops in Jersey for his birthday today but the way my paranoia (&amp; Covid) is set up, we settled for FT instead. (He just got an iPhone so this is actually his first FT call ever too! 😅) Happy birthday to the kindest and most loving person I know! 🎈💕✨ https://t.co/yNgZ1sawiR",,HannSawyerr,"She/Her. Autistic. Viet (Asian). I can't log into my old twitter account, so this is my new one! Diploma of Library Science. Beta reader. Lifelong learner. ^_^",Twitter Web App,en,1473970781608570883
Richard_SRD,2021-12-23T10:56:34Z,"RT @iamrahulwagh: World is entering the World's Most Dangerous Phase of Covid 19. Omicron Spreads Faster than any Virus in the History.

#Omicron",,iamrahulwagh,,Twitter for Android,en,1473970781537271810
JackHeydon,2021-12-23T10:56:33Z,"RT @anticdispo: This week, Covid forced us to cancel our production of #AChristmasCarol. This morning, we woke to a message from the absolute legend that is #MiriamMargolyes, reminding us that, sooner or later, the show *will* go on… Warning: contains strong language about Tories! 😂 https://t.co/4bMTYSaNdY",,anticdispo,,Twitter Web App,en,1473970781218648070
ratzelster,2021-12-23T10:56:33Z,"RT @Bob_Wachter: Paxlovid, which got EUA today, is a true game-changer: a 5d pill that reduces risk of hospitalization by 89%. https://t.co/j1VoKquWCT But here too there are problems: you’ll need to get diagnosed quickly, &amp; tests (whether PCR or antigen) are incredibly hard to come by…(12/25)",,Bob_Wachter,"Retired NBCT, Math and science teacher,",Twitter for iPhone,en,1473970780845350918
cordonezsuarez,2021-12-23T10:56:33Z,"RT @manuelrico: Hoy hace 645 días que el Gobierno Ayuso aprobó el Protocolo que impedía trasladar al hospital a los residentes más vulnerables. 7.291 murieron sin recibir atención médica (5.795 con covid). La @fiscal_es no investiga. Ellos pasan, nosotros #NoOlvidamos ¿Se lo recordamos a diario?",,manuelrico,,Twitter for iPhone,es,1473970780765667329
Ayyasam49238499,2021-12-23T10:56:33Z,"RT @wto: International organizations discuss how to improve access to COVID vaccines, countermeasures https://t.co/SY2w6h5NaP https://t.co/VNhPbrW5RM",,wto,🗿மனதால்🤸நடப்பது🏇மனிதன்🚣💝🇮🇳1🚝Real🚩RSS🇲🇫INC🇺🇳UN🇪🇺EU🌍🌎🌏♻️politics🔝Global🗼EC✈️FC⛵WTO🔛R✍️D⚕️🪂🌐myself🚮Aim🚰🌾Goal🗽🎯 🏞️🌳🌱💧🕉️☸️🔯⚛️☯️✝️☪️,Twitter for Android,en,1473970780283174913
